clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis
EN-Alto-2__glissando__control__0007,EN-Alto-2,glissando,control,love your curves and all your edges <AP> all your perfect imperfections <AP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__glissando__control__0008,EN-Alto-2,glissando,control,give your all to me <AP> i'll give my all to you <AP>,love can touch us one time and last for a lifetime
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__glissando__control__0006,EN-Alto-2,glissando,control,to find a place i love the most <AP> where the fields are green <AP> to see you once again <AP> my love <AP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__glissando__control__0012,EN-Alto-2,glissando,control,sometimes it lasts in love <AP> but sometimes it hurts instead <SP>,sometimes it lasts in love but sometimes it hurts instead
EN-Alto-2__glissando__control__0009,EN-Alto-2,glissando,control,you're my end and my beginning <AP> even when i lose i'm winning <AP>,and never let go to we've gone love was when i loved you
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__glissando__control__0007,EN-Alto-2,glissando,control,love your curves and all your edges <AP> all your perfect imperfections <AP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__glissando__control__0011,EN-Alto-2,glissando,control,sometimes it lasts in love but sometimes it hurts instead <AP>,sometimes it lasts in love but sometimes it hurts instead
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__glissando__control__0008,EN-Alto-2,glissando,control,give your all to me <AP> i'll give my all to you <AP>,love can touch us one time and last for a lifetime
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__glissando__control__0010,EN-Alto-2,glissando,control,i <AP> beg i'll <AP> remember <AP> you said <AP>,when true time i hold to in my life will always go on
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__glissando__control__0006,EN-Alto-2,glissando,control,to find a place i love the most <AP> where the fields are green <AP> to see you once again <AP> my love <AP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__glissando__control__0007,EN-Alto-2,glissando,control,love your curves and all your edges <AP> all your perfect imperfections <AP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__glissando__control__0006,EN-Alto-2,glissando,control,to find a place i love the most <AP> where the fields are green <AP> to see you once again <AP> my love <AP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__glissando__control__0009,EN-Alto-2,glissando,control,you're my end and my beginning <AP> even when i lose i'm winning <AP>,and never let go to we've gone love was when i loved you
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__glissando__control__0007,EN-Alto-2,glissando,control,love your curves and all your edges <AP> all your perfect imperfections <AP>,and i'm gonna be by your side i will never leave when she needs me most
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__glissando__control__0008,EN-Alto-2,glissando,control,give your all to me <AP> i'll give my all to you <AP>,love can touch us one time and last for a lifetime
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__pharyngeal__control__0001,EN-Alto-2,pharyngeal,control,this all or nothing really got a way of driving me crazy <SP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__pharyngeal__control__0000,EN-Alto-2,pharyngeal,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__pharyngeal__control__0004,EN-Alto-2,pharyngeal,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone
EN-Alto-2__pharyngeal__control__0003,EN-Alto-2,pharyngeal,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't
EN-Alto-2__pharyngeal__control__0002,EN-Alto-2,pharyngeal,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most
EN-Alto-2__pharyngeal__control__0005,EN-Alto-2,pharyngeal,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man
EN-Alto-2__pharyngeal__control__0006,EN-Alto-2,pharyngeal,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight
EN-Alto-2__pharyngeal__control__0001,EN-Alto-2,pharyngeal,control,this all or nothing really got a way of driving me crazy <SP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep
EN-Alto-2__pharyngeal__control__0000,EN-Alto-2,pharyngeal,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there
EN-Alto-2__pharyngeal__control__0007,EN-Alto-2,pharyngeal,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most
