clean_name,singer_id,technique,atlas_group,gt_lyrics,asr_hypothesis,wer,per
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight,1.2727272727272727,1.1724137931034482
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__vibrato__control__0009,EN-Alto-2,vibrato,control,don't forget me <AP> i beg <AP> i'll remember you said <AP>,and never let go to we've gone love was when i loved you,1.4444444444444444,1.0
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most,1.5,1.7272727272727273
EN-Alto-2__vibrato__control__0011,EN-Alto-2,vibrato,control,sometimes it lasts in love <AP> but sometimes it hurts instead <SP>,sometimes it lasts in love but sometimes it hurts instead,0.0,0.0
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__vibrato__control__0008,EN-Alto-2,vibrato,control,i wish nothing but the best <AP> for you too <AP>,love can touch us one time and last for a lifetime,1.1111111111111112,0.92
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__vibrato__control__0010,EN-Alto-2,vibrato,control,sometimes it lasts in love but sometimes it hurts instead <AP>,when true time i hold to in my life will always go on,1.2,0.8536585365853658
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight,1.2727272727272727,1.1724137931034482
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most,1.5,1.7272727272727273
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__vibrato__control__0006,EN-Alto-2,vibrato,control,feel the world around me <AP> i had no time to choose <SP>,to be where i am and i'm gonna be standing right beside her tonight,1.2727272727272727,1.1724137931034482
EN-Alto-2__vibrato__control__0001,EN-Alto-2,vibrato,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__vibrato__control__0000,EN-Alto-2,vibrato,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__vibrato__control__0007,EN-Alto-2,vibrato,control,what i chose to do <SP> so go easy <AP> on me <SP>,and i'm gonna be by your side i will never leave when she needs me most,1.5,1.7272727272727273
EN-Alto-2__vibrato__control__0004,EN-Alto-2,vibrato,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__vibrato__control__0008,EN-Alto-2,vibrato,control,i wish nothing but the best <AP> for you too <AP>,love can touch us one time and last for a lifetime,1.1111111111111112,0.92
EN-Alto-2__vibrato__control__0003,EN-Alto-2,vibrato,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__vibrato__control__0002,EN-Alto-2,vibrato,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__vibrato__control__0005,EN-Alto-2,vibrato,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__glissando__control__0006,EN-Alto-2,glissando,control,to find a place i love the most <AP> where the fields are green <AP> to see you once again <AP> my love <AP>,to be where i am and i'm gonna be standing right beside her tonight,0.9,0.8214285714285714
EN-Alto-2__glissando__control__0001,EN-Alto-2,glissando,control,this all or nothing really got a way of driving me crazy <AP> i need somebody to heal <AP>,anytime you whisper my name you'll see every single promise i'll keep,1.0,0.9056603773584906
EN-Alto-2__glissando__control__0000,EN-Alto-2,glissando,control,<SP> i'm going under and this time i fear there's no one to save me <AP>,anywhere you are i am near anywhere you go i'll be there,1.0,0.8717948717948718
EN-Alto-2__glissando__control__0004,EN-Alto-2,glissando,control,<SP> now the day bleeds <AP> into nightfall <AP> and you're not here to get me through it all <AP>,when it's love yeah you say them out loud those words they never go away they live on even when we're gone,1.375,1.127659574468085
EN-Alto-2__glissando__control__0003,EN-Alto-2,glissando,control,it's easy to say <AP> but it's never the same <AP> i guess i kinda liked the way you numbed all the pain <AP>,what are words if you really don't mean them when you say them what are words if you only for good time when they don't,1.1428571428571428,1.0535714285714286
EN-Alto-2__glissando__control__0002,EN-Alto-2,glissando,control,somebody to know <AP> somebody to have <AP> somebody to hold <AP>,cause what kind of guy would i be if i was to leave when you need me most,1.8888888888888888,1.0277777777777777
EN-Alto-2__glissando__control__0005,EN-Alto-2,glissando,control,i let my guard down <AP> and then you pulled the rug <AP> i was getting kinda used to being someone you loved <SP>,and i know an intuition just for me and i know i'm man,0.9523809523809523,0.8333333333333334
